slug,brand,model,category,default_gateway_ip,default_login_host,default_username,default_password,default_password_blank,credential_type,credential_note,reset_steps,source_url,source_name,source_archive_url,confidence,last_verified,ssid_url
peplink-balance-380,Peplink,Balance 380,router,192.168.1.1,,admin,admin,false,static,"Mid-tier multi-WAN SD-WAN router/firewall (configurable gigabit WAN/LAN ports, SpeedFusion bonding) positioned above the Balance 310X already covered, for medium-business deployments. Genuine documented static default admin/admin; read-only account is user/user.","With a paperclip, press and hold the recessed reset button on the back panel for about 10-20 seconds until all LEDs flash, then release to restore factory defaults; from firmware 5.4+ the admin password alone can also be reset via Maintenance > Reset Admin Password on the front LCD panel. Browse to http://192.168.1.1 and log in with admin/admin.",https://download.peplink.com/manual/Peplink_Balance_v6.1_user_manual.pdf,Peplink Balance User Manual v6.1 — download.peplink.com (official),https://web.archive.org/web/20260727184738/https://download.peplink.com/manual/Peplink_Balance_v6.1_user_manual.pdf,high,2026-08-08,https://ssid.ai/routers/peplink-balance-380
peplink-balance-one,Peplink,Balance One,router,192.168.1.1,,admin,admin,false,static,"Dual-WAN SD-WAN router (Ethernet + optional embedded cellular) for SMB/branch use, desktop form factor with no built-in Wi-Fi radio — Peplink's entry point above the Balance 20X. Genuine static default admin/admin confirmed in the official Balance series manual.","With a paperclip, press and hold the recessed reset button on the back panel for about 10-20 seconds until all LEDs flash, then release to restore factory defaults. Browse to https://192.168.1.1 and log in with admin/admin.",https://download.peplink.com/manual/Peplink_Balance_v6.1_user_manual.pdf,Peplink Balance Multi-WAN Bonding Routers User Manual v6.1 (official),,high,2026-08-08,https://ssid.ai/routers/peplink-balance-one
peplink-max-br1,Peplink,MAX BR1,gateway,192.168.50.1,,admin,admin,false,static,"Compact mobile 4G/LTE cellular router/gateway with a single embedded modem, DIN-rail or wall mountable for vehicle/IoT deployments. Genuine static default admin/admin confirmed in the official Pepwave MAX firmware manual, on a distinct default LAN IP (192.168.50.1) from the Balance line.","With a paperclip, press and hold the recessed reset button for about 10-20 seconds until all LEDs flash, then release to restore factory defaults. Browse to https://192.168.50.1 and log in with admin/admin.",https://download.peplink.com/manual/pepwave_max_firmware_manual-fw7.pdf,Pepwave MAX Series Firmware Manual fw7 (official),,high,2026-08-08,https://ssid.ai/routers/peplink-max-br1
peplink-max-br2,Peplink,MAX BR2,router,192.168.50.1,,admin,admin,false,static,"Rugged dual-SIM/dual-cellular Pepwave MAX router for M2M and fixed-site failover (on-board Wi-Fi AP, gigabit Ethernet WAN/LAN), documented in the MAX Series User Manual 8.4.0 section 2.44. Managed via the on-box Web Admin or InControl2 cloud. The static admin/admin default is transient — first logon mandates a password change.","Rugged dual-cellular M2M/fleet LTE router. Press and hold the reset button to restore factory defaults; the Web Admin returns to admin/admin at http://192.168.50.1, after which the firmware forces a new 10-character password (mixed case plus a digit) on first logon.",https://download.peplink.com/manual/pepwave-max-user-manual-8.4.0.pdf,Pepwave MAX Series User Manual 8.4.0 — download.peplink.com (official),https://web.archive.org/web/20260729073635/https://download.peplink.com/manual/pepwave-max-user-manual-8.4.0.pdf,high,2026-08-08,https://ssid.ai/routers/peplink-max-br2
peplink-max-br2-pro,Peplink,MAX BR2 Pro,router,192.168.50.1,,admin,admin,false,static,"Ruggedized dual-embedded-cellular-modem router for vehicle/vessel mounting — the higher-throughput 'Pro' tier of the MAX BR2 line already covered. Genuine documented static default admin/admin in the Pepwave MAX manual, same forced-change behavior as the base BR2.","With a paperclip, press and hold the recessed reset button for about 10-20 seconds until all LEDs flash, then release to restore factory defaults. Browse to http://192.168.50.1 and log in with admin/admin, after which the firmware forces a new password.",https://download.peplink.com/manual/Pepwave_MAX_user_manual_v6.1.pdf,Pepwave MAX User Manual v6.1 — download.peplink.com (official),,high,2026-08-08,https://ssid.ai/routers/peplink-max-br2-pro
peplink-max-transit,Peplink,MAX Transit,router,192.168.50.1,,admin,admin,false,static,"Pepwave MAX Transit cellular router built for vehicles and public transit (integrated GPS, Wi-Fi AP, gigabit Ethernet), covered by the MAX Series User Manual 8.4.0 Transit variant sections. Runs from the local Web Admin or InControl2. Ships with the documented admin/admin default but compels an immediate password change at first successful login.","In-vehicle transit cellular router with GPS. Hold the recessed reset button until the unit reboots to factory settings; login reverts to admin/admin at http://192.168.50.1 and you must define a fresh password (minimum ten characters, upper and lower case, including a number) before the dashboard loads.",https://download.peplink.com/manual/pepwave-max-user-manual-8.4.0.pdf,Pepwave MAX Series User Manual 8.4.0 — download.peplink.com (official),,high,2026-08-08,https://ssid.ai/routers/peplink-max-transit
peplink-surf-soho-mk3,Peplink,Surf SOHO MK3,router,192.168.50.1,,admin,admin,false,static,"SOHO router with a simultaneous dual-band 802.11ac access point, 4x Gigabit Ethernet, USB LTE/3G failover WAN and three dual-band SMA antennas. Genuine static admin/admin default; Peplink forces a password change on the first successful login. Default LAN IP is 192.168.50.1.","Locate the reset button on the back panel; with a paperclip press and hold it ~10 seconds for a factory reset (status LED turns red), then release. After reboot, browse to https://192.168.50.1 and log in.",https://download.peplink.com/manual/pepwave_surf_soho_user_manual_fw8.3.0.pdf,"Pepwave Surf SOHO User Manual, firmware 8.3.0 (official)",,high,2026-08-08,https://ssid.ai/routers/peplink-surf-soho-mk3
plusnet-hub-one,Plusnet,Hub One,gateway,192.168.1.254,,admin,,false,label-unique,No universal default. The Plusnet Hub One uses username 'admin' plus a unique admin password printed on the back-of-hub card/sticker.,"To log in: connect to the hub, browse to 192.168.1.254, enter username 'admin' and the Hub admin password from the card/sticker on the back of the hub. To factory reset: with the hub powered on, press and hold the recessed Reset button on the back for about 20 seconds until the lights flash; the admin password returns to the value printed on the back.",https://www.plus.net/help/broadband/router-user-guides/hub-one/,Plusnet Help — How to use your Plusnet router (Hub One),,high,2026-08-08,https://ssid.ai/routers/plusnet-hub-one
plusnet-hub-two,Plusnet,Hub Two,gateway,192.168.1.254,,admin,,false,label-unique,No universal default password. Each Hub Two ships with a unique admin password printed on a card/sticker on the back of the hub; the username is 'admin'.,"To log in: connect to the hub, browse to 192.168.1.254, enter username 'admin' and the Hub admin password printed on the card/sticker on the back of the hub. To factory reset: with the hub on, press and hold the recessed Reset button on the back for about 20 seconds until the lights flash and it reboots; the admin password reverts to the one printed on the back.",https://www.plus.net/help/broadband/router-user-guides/hub-two/,Plusnet Help — How to use your Plusnet router (Hub Two),,high,2026-08-08,https://ssid.ai/routers/plusnet-hub-two
reyee-rg-ew1200g,Reyee (Ruijie),RG-EW1200G PRO,router,192.168.110.1,ruiyi.cn,,,false,set-on-setup,No admin/admin. The Reyee EW series ships with no preset admin password - on first login at 192.168.110.1 / ruiyi.cn you configure directly and set your own management password.,"Reset: with the router powered on, press and hold the RESET button for about 10 seconds until the system LED blinks, then release and wait for reboot. Browse to http://192.168.110.1 or ruiyi.cn and set a new management password during the wizard.",https://reyee.ruijie.com/en-global/support/documents/slide_77342/,Ruijie Networks Official - Reyee RG-EW Series Home Wi-Fi Routers FAQs,,medium,2026-08-08,https://ssid.ai/routers/reyee-rg-ew1200g
rogers-ignite-hitron-coda,Rogers,Rogers Ignite — Hitron CODA modem (CODA-4582/4680),gateway,192.168.0.1,,Cusadmin,password,false,static,"Canadian cable (DOCSIS 3.1) gateway used on Rogers Ignite Internet. Unlike most ISP gateways this one ships with a documented static admin login — username Cusadmin, password password (or your Easy Connect Wi-Fi password) — reached at 192.168.0.1. The newer Xfinity-platform Ignite WiFi Gateway (XB6/7/8) is instead app-managed and has no equivalent published web-admin default.",Hold the recessed reset button on the back of the Hitron CODA modem ~10-15 seconds until it restarts; login returns to Cusadmin / password.,https://www.rogers.com/support/internet/how-to-sign-into-and-change-the-password-of-your-hitron-coda-modem,Rogers Official Support — Sign into and change the password of your Hitron CODA modem,https://web.archive.org/web/20260729072430/https://www.rogers.com/support/internet/how-to-sign-into-and-change-the-password-of-your-hitron-coda-modem,high,2026-08-08,https://ssid.ai/routers/rogers-ignite-hitron-coda
ruckus-r350,Ruckus,R350,ap,,,super,sp-admin,false,static,"Wi-Fi 6 (802.11ax) 2x2:2 indoor access point that can also run in RUCKUS Unleashed controller-less mesh mode. A standalone, never-configured AP falls back to the documented static factory login super/sp-admin; once joined to an Unleashed network, admin credentials instead come from the network-wide account chosen during the Unleashed setup wizard.","Press and hold the recessed Reset button (use a paperclip) for 8-10 seconds until the AP reboots, or over SSH run 'set factory' followed by 'reboot'.",https://support.ruckuswireless.com/articles/000012418,Ruckus/CommScope Support KB 000012418 — How to factory reset or factory default different types of Ruckus Access Points (official),,medium,2026-08-08,https://ssid.ai/routers/ruckus-r350
ruckus-r550-unleashed,Ruckus,R550 (Unleashed mode),ap,192.168.0.1,unleashed.ruckuswireless.com,,,false,set-on-setup,"Wi-Fi 6 (802.11ax) indoor access point run in Ruckus's controller-less 'Unleashed' mode — distinct from the standalone-mode static super/sp-admin default already covered for the R350. Ruckus's own knowledge base: the AP boots broadcasting an unencrypted 'Configure.Me-[xxxxxx]' SSID and setup completes at unleashed.ruckuswireless.com; admin credentials are created during that first-run wizard, not a static factory default.",Hold the reset pinhole for about 20 seconds until the LEDs cycle to restore factory defaults; the AP re-broadcasts the temporary 'Configure.Me-[xxxxxx]' SSID for a fresh setup.,https://support.ruckuswireless.com/articles/000006019,Ruckus Knowledge Base 000006019 — Default IP address for Ruckus devices (official),,high,2026-08-08,https://ssid.ai/routers/ruckus-r550-unleashed
reyee-rg-ew3200gx-pro,Ruijie Reyee,RG-EW3200GX PRO,router,192.168.110.1,,,,false,label-unique,"Wi-Fi 6 (802.11ax) 3200M dual-band gigabit mesh router (2402 Mbps 5GHz + 800 Mbps 2.4GHz), 5 gigabit Ethernet ports, 8 external antennas; managed via ReyeeOS eWeb or the Reyee Router app. No universal default — the per-device password is on the bottom nameplate (if none is shown, admin is used), and the setup wizard mandates a reset on first login. Corrects the common aggregator claim of admin/admin.",Hold the Reset button for more than 10 seconds to restore factory settings; then log in at http://192.168.110.1 with the per-unit default password printed on the bottom nameplate (format Rexxxxxx). The wizard forces a new eWeb password on first login.,https://reyee.ruijie.com/en-global/support/documents/slide_ruijie-reyee-rg-ew3200gx-pro-wi-fi-router-reyeeos-1-380-configuration-guide/,Ruijie Reyee RG-EW3200GX PRO ReyeeOS 1.380 Configuration Guide (V1.0) — reyee.ruijie.com (official),,high,2026-08-08,https://ssid.ai/routers/reyee-rg-ew3200gx-pro
